A  ˈa
PROPONGO  pɾopˈoŋɡo
PROPONÉRSELO  pɾˌoponˈeɾselo
PROPONÍA  pɾˌoponˈia
PROPORCIONA  pɾˌopoɾsjˈona
PROPORCIONABA  pɾˌopoɾsjonˈaβa
PROPORCIONADA  pɾˌopoɾsjonˈaða
PROPORCIONADAS  pɾˌopoɾsjonˈaðas
PROPORCIONADO  pɾˌopoɾsjonˈaðo
PROPORCIONADOS  pɾˌopoɾsjonˈaðos
PROPORCIONAL  pɾˌopoɾsjonˈal
PROPORCIONALES  pɾˌopoɾsjonˈales
PROPORCIONALMENTE  pɾˌopoɾsjonˈalmˈeŋte
PROPORCIONAMOS  pɾˌopoɾsjonˈamos
PROPORCIONAN  pɾˌopoɾsjˈonan
PROPORCIONAR  pɾˌopoɾsjonˈaɾ
PROPORCIONARLE  pɾˌopoɾsjonˈaɾle
PROPORCIONARLO  pɾˌopoɾsjonˈaɾlo
PROPORCIONARÁ  pɾˌopoɾsjˌonaɾˈa
PROPORCIONARÁN  pɾˌopoɾsjˌonaɾˈan
PROPORCIONARÍAMOS  pɾˌopoɾsjˌonaɾˈiamos
PROPORCIONASTE  pɾˌopoɾsjonˈaste
PROPORCIONE  pɾˌopoɾsjˈone
PROPORCIONEN  pɾˌopoɾsjˈonen
PROPORCIONES  pɾˌopoɾsjˈones
PROPORCIONÓ  pɾˌopoɾsjonˈo
PROPORCIÓN  pɾˌopoɾsjˈon
PROPOSICION  pɾˌoposˈisjon
PROPOSICIÓN  pɾˌoposisjˈon
PROPRANILDE  pɾˌopɾanˈilde
PROPRANOLOL  pɾˌopɾanolˈol
PROPUESTA  pɾopwˈesta
PROPUESTAS  pɾopwˈestas
PROPUESTO  pɾopwˈesto
PROPUESTOS  pɾopwˈestos
PROPUGNADA  pɾˌopuɡnˈaða
PROPUGNADAS  pɾˌopuɡnˈaðas
PROPUGNADO  pɾˌopuɡnˈaðo
PROPUGNADOS  pɾˌopuɡnˈaðos
PROPUGNAN  pɾopˈuɡnan
PROPUGNAR  pɾˌopuɡnˈaɾ
PROPULSADA  pɾˌopulsˈaða
PROPULSADAS  pɾˌopulsˈaðas
PROPULSADO  pɾˌopulsˈaðo
PROPULSADOS  pɾˌopulsˈaðos
PROPULSAR  pɾˌopulsˈaɾ
PROPULSIVA  pɾˌopulsˈiβa
PROPULSIVAS  pɾˌopulsˈiβas
PROPULSIVO  pɾˌopulsˈiβo
PROPULSIVOS  pɾˌopulsˈiβos
PROPULSIÓN  pɾˌopulsjˈon
PROPULSOR  pɾˌopulsˈoɾ
PROPULSORA  pɾˌopulsˈoɾa
PROPULSORAS  pɾˌopulsˈoɾas
PROPULSORES  pɾˌopulsˈoɾes
PROPUSE  pɾopˈuse
PROPUSIERAN  pɾˌopusjˈeɾan
PROPUSIERON  pɾˌopusjˈeɾon
PROPUSO  pɾopˈuso
PROPÓSITO  pɾopˈosito
PROPÓSITOS  pɾopˈositos
PRORRATEADA  pɾˌorateˈaða
PRORRATEADAS  pɾˌorateˈaðas
PRORRATEADO  pɾˌorateˈaðo
PRORRATEADOS  pɾˌorateˈaðos
PRORRATEAR  pɾˌorateˈaɾ
PRORROGA  pɾorˈoɣa
PRORROGACIÓN  pɾˌoroɣasjˈon
PRORROGADA  pɾˌoroɣˈaða
PRORROGADAS  pɾˌoroɣˈaðas
PRORROGADO  pɾˌoroɣˈaðo
PRORROGADOS  pɾˌoroɣˈaðos
PRORROGAMOS  pɾˌoroɣˈamos
PRORROGANDO  pɾˌoroɣˈando
PRORROGAR  pɾˌoroɣˈaɾ
PRORRUMPIDA  pɾˌorumpˈiða
PRORRUMPIDAS  pɾˌorumpˈiðas
PRORRUMPIDO  pɾˌorumpˈiðo
PRORRUMPIDOS  pɾˌorumpˈiðos
PRORRUMPIR  pɾˌorumpˈiɾ
PROSA  pɾˈosa
PROSAICA  pɾosˈaɪka
PROSAICAS  pɾosˈaɪkas
PROSAICO  pɾosˈaɪko
PROSAICOS  pɾosˈaɪkos
PROSAS  pɾˈosas
PROSCRIBIR  pɾˌoskɾiβˈiɾ
PROSCRIPCIÓN  pɾˌoskɾipsjˈon
PROSCRIPTA  pɾoskɾˈipta
PROSCRIPTAS  pɾoskɾˈiptas
PROSCRIPTO  pɾoskɾˈipto
PROSCRIPTOS  pɾoskɾˈiptos
PROSCRITA  pɾoskɾˈita
PROSCRITAS  pɾoskɾˈitas
PROSCRITO  pɾoskɾˈito
PROSCRITOS  pɾoskɾˈitos
PROSEGUIDA  pɾˌoseɣˈiða
PROSEGUIDAS  pɾˌoseɣˈiðas
PROSEGUIDO  pɾˌoseɣˈiðo
PROSEGUIDOS  pɾˌoseɣˈiðos
PROSEGUIR  pɾˌoseɣˈiɾ
PROSEGUIRÁN  pɾˌoseɣiɾˈan
PROSEGUÍ  pɾˌoseɣˈi
PROSEGUÍA  pɾˌoseɣˈia
PROSELITISMO  pɾˌoselitˈismo
PROSELITISTA  pɾˌoselitˈista
PROSELITISTAS  pɾˌoselitˈistas
PROSENCÉFALO  pɾˌoseŋsˈefalo
PROSIFICACIÓN  pɾˌosifˌikasjˈon
PROSIGUE  pɾosˈiɣe
PROSIGUIENDO  pɾˌosiɣjˈendo
PROSIGUIÓ  pɾˌosiɣjˈo
PROSODIA  pɾosˈoðja
PROSOPOGRÁFICO  pɾˌosopoɣɾˈafiko
PROSPECCIÓN  pɾˌospeksjˈon
PROSPECTADA  pɾˌospektˈaða
PROSPECTADAS  pɾˌospektˈaðas
PROSPECTADO  pɾˌospektˈaðo
PROSPECTADOS  pɾˌospektˈaðos
PROSPECTO  pɾospˈekto
PROSPECTOS  pɾospˈektos
PROSPERA  pɾospˈeɾa
PROSPERADA  pɾˌospeɾˈaða
PROSPERADAS  pɾˌospeɾˈaðas
PROSPERADO  pɾˌospeɾˈaðo
PROSPERADOS  pɾˌospeɾˈaðos
PROSPERAR  pɾˌospeɾˈaɾ
PROSPERARA  pɾˌospeɾˈaɾa
PROSPERARE  pɾˌospeɾˈaɾe
PROSPERARON  pɾˌospeɾˈaɾon
PROSPERAS  pɾospˈeɾas
PROSPERIDAD  pɾˌospeɾiðˈad
PROSPERIDADES  pɾˌospeɾiðˈaðes
PROSPERO  pɾospˈeɾo
PROSPERÓ  pɾˌospeɾˈo
PROSTATITIS  pɾˌostatˈitis
PROSTERNADA  pɾˌosteɾnˈaða
PROSTERNADAS  pɾˌosteɾnˈaðas
PROSTERNADO  pɾˌosteɾnˈaðo
PROSTERNADOS  pɾˌosteɾnˈaðos
PROSTERNAR  pɾˌosteɾnˈaɾ
PROSTERNAS  pɾostˈeɾnas
PROSTERNÁ  pɾˌosteɾnˈa
PROSTITUCION  pɾˌostitˈusjon
PROSTITUCIÓN  pɾˌostitusjˈon
PROSTITUI  pɾostˈitwi
PROSTITUIDA  pɾˌostitwˈiða
PROSTITUIDAS  pɾˌostitwˈiðas
PROSTITUIDO  pɾˌostitwˈiðo
PROSTITUIDOS  pɾˌostitwˈiðos
PROSTITUIMOS  pɾˌostitwˈimos
PROSTITUIR  pɾˌostitwˈiɾ
PROSTITUIREMOS  pɾˌostitwiɾˈemos
PROSTITUIRÁ  pɾˌostitwiɾˈa
PROSTITUIRÁS  pɾˌostitwiɾˈas
PROSTITUIRÍAMOS  pɾˌostitwiɾˈiamos
PROSTITUIS  pɾostˈitwis
PROSTITUISTE  pɾˌostitwˈiste
PROSTITUTA  pɾˌostitˈuta
PROSTITUTO  pɾˌostitˈuto
PROSTITUYO  pɾˌostitˈuʝo
PROSTITUYÓ  pɾˌostituʝˈo
PROSTITUÍAMOS  pɾˌostitwˈiamos
PROSTÁTICO  pɾostˈatiko
PROSTÉTICA  pɾostˈetika
PROSTÉTICAS  pɾostˈetikas
PROSTÉTICOS  pɾostˈetikos
PROSTÍBULO  pɾostˈiβulo
PROSTÍBULOS  pɾostˈiβulos
PROSUMIDOR  pɾˌosumiðˈoɾ
PROSÉLITA  pɾosˈelita
PROSÓDICO  pɾosˈoðiko
PROTA  pɾˈota
PROTACTINIO  pɾˌotaktˈinjo
PROTAGONISMO  pɾˌotaɣonˈismo
PROTAGONISTA  pɾˌotaɣonˈista
PROTAGONISTAS  pɾˌotaɣonˈistas
PROTAGONIZA  pɾˌotaɣonˈisa
PROTAGONIZADA  pɾˌotaɣˌonisˈaða
PROTAGONIZADAS  pɾˌotaɣˌonisˈaðas
PROTAGONIZADO  pɾˌotaɣˌonisˈaðo
PROTAGONIZADOS  pɾˌotaɣˌonisˈaðos
PROTAGONIZAR  pɾˌotaɣˌonisˈaɾ
PROTAGONIZÓ  pɾˌotaɣˌonisˈo
PROTAGÓNICO  pɾˌotaɣˈoniko
PROTAMINA  pɾˌotamˈina
PROTASI  pɾotˈasi
PROTEASOMA  pɾˌoteasˈoma
PROTEASOMAS  pɾˌoteasˈomas
PROTECCION  pɾotˈeksjon
PROTECCIONES  pɾˌoteksjˈones
PROTECCIONISMO  pɾˌoteksjonˈismo
PROTECCIONISTA  pɾˌoteksjonˈista
PROTECCIÓN  pɾotˈeksjon
PROTECCIÓN  pɾˌoteksjˈon
PROTECTOR  pɾˌotektˈoɾ
PROTECTORA  pɾˌotektˈoɾa
PROTECTORADO  pɾˌotektoɾˈaðo
PROTECTORAS  pɾˌotektˈoɾas
PROTECTORES  pɾˌotektˈoɾes
PROTECTRICES  pɾˌotektɾˈises
PROTECTRIZ  pɾˌotektɾˈis
PROTEGE  pɾotˈexe
PROTEGEN  pɾotˈexen
PROTEGER  pɾˌotexˈeɾ
PROTEGEREMOS  pɾˌotexeɾˈemos
PROTEGERLAS  pɾˌotexˈeɾlas
PROTEGERLO  pɾˌotexˈeɾlo
PROTEGERSE  pɾˌotexˈeɾse
PROTEGERTE  pɾˌotexˈeɾte
PROTEGERÁ  pɾˌotexeɾˈa
PROTEGERÁS  pɾˌotexeɾˈas
PROTEGIDA  pɾˌotexˈiða
PROTEGIDAS  pɾˌotexˈiðas
PROTEGIDO  pɾˌotexˈiðo
PROTEGIDOS  pɾˌotexˈiðos
PROTEGIENDO  pɾˌotexjˈendo
PROTEGIEREN  pɾˌotexjˈeɾen
PROTEGÍ  pɾˌotexˈi
PROTEGÍAN  pɾˌotexˈian
PROTEICA  pɾotˈeɪka
PROTEICAS  pɾotˈeɪkas
PROTEICO  pɾotˈeɪko
PROTEICOS  pɾotˈeɪkos
PROTEINOGRAMA  pɾˌoteɪnoɣɾˈama
PROTEINOGRAMAS  pɾˌoteɪnoɣɾˈamas
PROTEINURIA  pɾˌoteɪnˈuɾja
PROTEJA  pɾotˈexa
PROTEJAS  pɾotˈexas
PROTEO  pɾotˈeo
PROTEOBACTERIA  pɾˌoteˌoβaktˈeɾja
PROTEOGLUCANO  pɾˌoteˌoɣlukˈano
PROTEOIDE  pɾˌoteˈoɪðe
PROTESTA  pɾotˈesta
PROTESTABAN  pɾˌotestˈaβan
PROTESTADA  pɾˌotestˈaða
PROTESTADAS  pɾˌotestˈaðas
PROTESTADO  pɾˌotestˈaðo
PROTESTADOS  pɾˌotestˈaðos
PROTESTAN  pɾotˈestan
PROTESTANTE  pɾˌotestˈaŋte
PROTESTANTES  pɾˌotestˈaŋtes
PROTESTANTISMO  pɾˌotestaŋtˈismo
PROTESTAR  pɾˌotestˈaɾ
PROTESTARON  pɾˌotestˈaɾon
PROTESTAS  pɾotˈestas
PROTESTÓ  pɾˌotestˈo
PROTEÍNA  pɾˌoteˈina
PROTEÍNAS  pɾˌoteˈinas
PROTISTA  pɾotˈista
PROTOCARNÍVORO  pɾˌotokaɾnˈiβoɾo
PROTOCEREBRO  pɾˌotoseɾˈeβɾo
PROTOCOLAR  pɾˌotokolˈaɾ
PROTOCOLARIO  pɾˌotokolˈaɾjo
PROTOCOLARIOS  pɾˌotokolˈaɾjos
PROTOCOLIZACIÓN  pɾˌotokˌolisasjˈon
PROTOCOLIZADA  pɾˌotokˌolisˈaða
PROTOCOLIZADAS  pɾˌotokˌolisˈaðas
PROTOCOLIZADO  pɾˌotokˌolisˈaðo
PROTOCOLIZADOS  pɾˌotokˌolisˈaðos
PROTOCOLIZAR  pɾˌotokˌolisˈaɾ
PROTOCOLO  pɾˌotokˈolo
PROTOCOLOS  pɾˌotokˈolos
PROTOCORINTIO  pɾˌotokoɾˈiŋtjo
PROTODERMIS  pɾˌotoðˈeɾmis
PROTOELAMITA  pɾˌotoˌelamˈita
PROTOFILAMENTO  pɾˌotofˌilamˈeŋto
PROTOGEOMÉTRICO  pɾˌotoxˌeomˈetɾiko
PROTOGÓTICO  pɾˌotoɣˈotiko
PROTOINDOEUROPEO  pɾˌotoɪndˌoeʊɾopˈeo
PROTOLENGUA  pɾˌotolˈeŋɡwa
PROTOLOGISMO  pɾˌotoloxˈismo
PROTOLOGISMOS  pɾˌotoloxˈismos
PROTOMIXTECANO  pɾˌotomˌikstekˈano
PROTOMIXTECO  pɾˌotomikstˈeko
PROTONAR  pɾˌotonˈaɾ
PROTONES  pɾotˈones
PROTONMAIL  pɾˈotənmˌeɪl
PROTOONCOGÉN  pɾˌotoˌoŋkoxˈen
PROTOPALACIAL  pɾˌotopˌalasjˈal
PROTOPLANETARIO  pɾˌotoplˌanetˈaɾjo
PROTOPLASTO  pɾˌotoplˈasto
PROTOQUECHUA  pɾˌotokˈetʃwa
PROTOSECUELA  pɾˌotosekwˈela
PROTOSEMÍTICO  pɾˌotosemˈitiko
PROTOSTELA  pɾˌotostˈela
PROTOTIPAR  pɾˌototipˈaɾ
PROTOTIPO  pɾˌototˈipo
PROTOTIPOS  pɾˌototˈipos
PROTOTÍPICA  pɾˌototˈipika
PROTOTÍPICAS  pɾˌototˈipikas
PROTOTÍPICO  pɾˌototˈipiko
PROTOTÍPICOS  pɾˌototˈipikos
PROTOZOARIA  pɾˌotosoˈaɾja
PROTOZOARIAS  pɾˌotosoˈaɾjas
PROTOZOARIO  pɾˌotosoˈaɾjo
PROTOZOARIOS  pɾˌotosoˈaɾjos
PROTROMBINA  pɾˌotɾombˈina
PROTROMBÍNICA  pɾˌotɾombˈinika
PROTROMBÍNICAS  pɾˌotɾombˈinikas
PROTROMBÍNICO  pɾˌotɾombˈiniko
PROTROMBÍNICOS  pɾˌotɾombˈinikos
PROTRUIR  pɾˌotɾuˈiɾ
PROTUBERANCIAS  pɾˌotuβeɾˈaŋsjas
PROTUBERANTES  pɾˌotuβeɾˈaŋtes
PROTUSIÓN  pɾˌotusjˈon
PROTÓN  pɾotˈon
PROTÓNICA  pɾotˈonika
PROTÓNICAS  pɾotˈonikas
PROTÓNICO  pɾotˈoniko
PROTÓNICOS  pɾotˈonikos
PROUDHONIANO  pɾˌoʊðonjˈano
PROUINCIA  pɾoʊˈiŋsja
PROUSTIANA  pɾustjˈana
PROUSTIANAS  pɾustjˈanas
PROUSTIANO  pɾustjˈano
PROUSTIANOS  pɾustjˈanos
PROVEA  pɾoβˈea
PROVECHO  pɾoβˈetʃo
PROVECTO  pɾoβˈekto
PROVEE  pɾoβˈee
PROVEEDOR  pɾˌoβeeðˈoɾ
PROVEEDORA  pɾˌoβeeðˈoɾa
PROVEEDORES  pɾˌoβeeðˈoɾes
PROVEEN  pɾoβˈeen
PROVEER  pɾˌoβeˈeɾ
PROVEERSE  pɾˌoβeˈeɾse
PROVENCE  pɾoβˈeŋse
PROVENGO  pɾoβˈeŋɡo
PROVENIDA  pɾˌoβenˈiða
PROVENIDAS  pɾˌoβenˈiðas
PROVENIDO  pɾˌoβenˈiðo
PROVENIDOS  pɾˌoβenˈiðos
PROVENIENCIA  pɾˌoβenjˈeŋsja
PROVENIENTE  pɾˌoβenjˈeŋte
PROVENIENTES  pɾˌoβenjˈeŋtes
PROVENIR  pɾˌoβenˈiɾ
PROVENZA  pɾoβˈeŋsa
PROVENZAL  pɾˌoβeŋsˈal
PROVENÍA  pɾˌoβenˈia
PROVENÍAN  pɾˌoβenˈian
PROVEO  pɾoβˈeo
PROVERBIALMENTE  pɾˌoβeɾβjˈalmˈeŋte
PROVERBIO  pɾoβˈeɾβjo
PROVEYÓ  pɾˌoβeʝˈo
PROVEÍ  pɾˌoβeˈi
PROVEÍDA  pɾˌoβeˈiða
PROVEÍDAS  pɾˌoβeˈiðas
PROVEÍDO  pɾˌoβeˈiðo
PROVEÍDOS  pɾˌoβeˈiðos
PROVICARIO  pɾˌoβikˈaɾjo
PROVIDA  pɾoβˈiða
PROVIDENCE  pɾˌoβiðˈeŋse
PROVIDENCIA  pɾˌoβiðˈeŋsja
PROVIDENCIAL  pɾˌoβiðeŋsjˈal
PROVIDENCIALISTA  pɾˌoβiðˌeŋsjalˈista
PROVIDENCIAS  pɾˌoβiðˈeŋsjas
PROVIENE  pɾoβjˈene
PROVIENEN  pɾoβjˈenen
PROVINCIA  pɾoβˈiŋsja
PROVINCIAL  pɾˌoβiŋsjˈal
PROVINCIALES  pɾˌoβiŋsjˈales
PROVINCIALISMO  pɾˌoβiŋsjalˈismo
PROVINCIALISTA  pɾˌoβiŋsjalˈista
PROVINCIALIZACIÓN  pɾˌoβiŋsjˌalisasjˈon
PROVINCIALIZAR  pɾˌoβiŋsjˌalisˈaɾ
PROVINCIANO  pɾˌoβiŋsjˈano
PROVINCIAS  pɾoβˈiŋsjas
PROVISIONADA  pɾˌoβisjonˈaða
PROVISIONADAS  pɾˌoβisjonˈaðas
PROVISIONADO  pɾˌoβisjonˈaðo
PROVISIONADOS  pɾˌoβisjonˈaðos
PROVISIONAL  pɾˌoβisjonˈal
PROVISIONALMENTE  pɾˌoβisjonˈalmˈeŋte
PROVISIONAR  pɾˌoβisjonˈaɾ
PROVISIONES  pɾˌoβisjˈones
PROVISIÓN  pɾˌoβisjˈon
PROVISORIA  pɾˌoβisˈoɾja
PROVISTA  pɾoβˈista
PROVISTAS  pɾoβˈistas
PROVISTO  pɾoβˈisto
PROVISTOS  pɾoβˈistos
PROVOCA  pɾoβˈoka
PROVOCABA  pɾˌoβokˈaβa
PROVOCACIÓN  pɾˌoβokasjˈon
PROVOCADA  pɾˌoβokˈaða
PROVOCADAS  pɾˌoβokˈaðas
PROVOCADO  pɾˌoβokˈaðo
PROVOCADOR  pɾˌoβokaðˈoɾ
PROVOCADORA  pɾˌoβokaðˈoɾa
PROVOCADORAS  pɾˌoβokaðˈoɾas
PROVOCADORES  pɾˌoβokaðˈoɾes
PROVOCADOS  pɾˌoβokˈaðos
PROVOCAN  pɾoβˈokan
PROVOCANDO  pɾˌoβokˈando
PROVOCAR  pɾˌoβokˈaɾ
PROVOCARLE  pɾˌoβokˈaɾle
PROVOCARON  pɾˌoβokˈaɾon
PROVOCATIVA  pɾˌoβokatˈiβa
PROVOCATIVAS  pɾˌoβokatˈiβas
PROVOCATIVO  pɾˌoβokatˈiβo
PROVOCATIVOS  pɾˌoβokatˈiβos
PROVOCÓ  pɾˌoβokˈo
PROVOQUE  pɾoβˈoke
PROXIMAL  pɾˌoksimˈal
PROXIMIDAD  pɾˌoksimiðˈad
PROXIMIDADES  pɾˌoksimiðˈaðes
PROXY  pɾˈoksi
PROYANKI  pɾoʝˈaŋki
PROYECCIONES  pɾˌoʝeksjˈones
PROYECCIONISTA  pɾˌoʝeksjonˈista
PROYECCIÓN  pɾˌoʝeksjˈon
PROYECTA  pɾoʝˈekta
PROYECTABA  pɾˌoʝektˈaβa
PROYECTADA  pɾˌoʝektˈaða
PROYECTADO  pɾˌoʝektˈaðo
PROYECTANTE  pɾˌoʝektˈaŋte
PROYECTAR  pɾˌoʝektˈaɾ
PROYECTIL  pɾˌoʝektˈil
PROYECTILES  pɾˌoʝektˈiles
PROYECTISTA  pɾˌoʝektˈista
PROYECTIVO  pɾˌoʝektˈiβo
PROYECTO  pɾoʝˈekto
PROYECTOR  pɾˌoʝektˈoɾ
PROYECTORES  pɾˌoʝektˈoɾes
PROYECTOS  pɾoʝˈektos
PROYECTUAL  pɾˌoʝektwˈal
PROYECTÓ  pɾˌoʝektˈo
PRÓXIMA  pɾoksˈima
PRÓXIMO  pɾoksˈimo
PRSC  pˌeˌeɾeˌesesˈe
PRUDENCIA  pɾuðˈeŋsja
PRUDENCIAL  pɾˌuðeŋsjˈal
PRUDENTE  pɾuðˈeŋte
PRUDENTES  pɾuðˈeŋtes
PRUEBA  pɾwˈeβa
PRUEBAS  pɾwˈeβas
PRUEBE  pɾwˈeβe
PRUEBES  pɾwˈeβes
PRUNA  pɾˈuna
PRURIGINOSO  pɾˌuɾixinˈoso
PRURITO  pɾuɾˈito
PRUSIA  pɾˈusja
PRUSIANA  pɾusjˈana
PRUSIANAS  pɾusjˈanas
PRUSIANO  pɾusjˈano
PRUSIATO  pɾusjˈato
PRUÉBATE  pɾwˈeβate
PRÁCRITO  pɾˈakɾito
PRÁCTICA  pɾˈaktika
PRÁCTICAMENTE  pɾˈaktikamˈeŋte
PRÁCTICAS  pɾˈaktikas
PRÁCTICO  pɾˈaktiko
PRÁCTICOS  pɾˈaktikos
PRÉSTAMO  pɾˈestamo
PRÉSTAMOS  pɾˈestamos
PRÍAPO  pɾˈiapo
PRÍNCIPE  pɾˈiŋsipe
PRÍNCIPES  pɾˈiŋsipes
PRÍPIAT  pɾˈipjat
PRÍSTINAS  pɾˈistinas
PRÍSTINO  pɾˈistino
PRÓCER  pɾˈoseɾ
PRÓCERES  pɾˈoseɾes
PRÓDIGA  pɾˈoðiɣa
PRÓDIGAMENTE  pɾˈoðiɣamˈeŋte
PRÓDIGAS  pɾˈoðiɣas
PRÓDIGO  pɾˈoðiɣo
PRÓDIGOS  pɾˈoðiɣos
PRÓFUGA  pɾˈofuɣa
PRÓFUGOS  pɾˈofuɣos
PRÓJIMO  pɾˈoximo
PRÓLOGO  pɾˈoloɣo
PRÓLOGOS  pɾˈoloɣos
PRÓRROGA  pɾˈoroɣa
PRÓSPERA  pɾˈospeɾa
PRÓSPERO  pɾˈospeɾo
PRÓSTATA  pɾˈostata
PRÓVIDO  pɾˈoβiðo
PRÓXIMA  pɾˈoksima
PRÓXIMAMENTE  pɾˈoksimamˈeŋte
PRÓXIMAS  pɾˈoksimas
PRÓXIMO  pɾˈoksimo
PRÓXIMOEN  pɾˈoksimˌoen
PRÓXIMOS  pɾˈoksimos
PSC  pˌeˌesesˈe
PSEUDOALEATORIO  sˌeʊðoˌaleatˈoɾjo
PSEUDOARTROSIS  sˌeʊðoaɾtɾˈosis
PSEUDOCELOMA  sˌeʊðoselˈoma
PSEUDOCEREAL  sˌeʊðosˌeɾeˈal
PSEUDOCLASE  sˌeʊðoklˈase
PSEUDODISTANCIA  sˌeʊðoðistˈaŋsja
PSEUDOESFERA  sˌeʊðoesfˈeɾa
PSEUDOESTRATIFICADO  sˌeʊðoˌestɾatˌifikˈaðo
PSEUDOESTÍPULA  sˌeʊðoestˈipula
PSEUDOGOTA  sˌeʊðoɣˈota
PSEUDOHEXAGONAL  sˌeʊðoˌeksaɣonˈal
PSEUDOHISTORIA  sˌeʊðoɪstˈoɾja
PSEUDOHISTÓRICO  sˌeʊðoɪstˈoɾiko
PSEUDOMEMBRANA  sˌeʊðomembɾˈana
PSEUDOMEMBRANOSO  sˌeʊðomˌembɾanˈoso
PSEUDOTERAPIA  sˌeʊðoteɾˈapja
PSEUDÓNIMO  pˈeseʊðˈonimo
PSI  sˈi
PSICOACTIVO  sˌikoaktˈiβo
PSICOANALISTA  sˌikoˌanalˈista
PSICOANALIZADA  sˌikoˌanalisˈaða
PSICOANALIZADAS  sˌikoˌanalisˈaðas
PSICOANALIZADO  sˌikoˌanalisˈaðo
PSICOANALIZADOS  sˌikoˌanalisˈaðos
PSICOANALIZAR  sˌikoˌanalisˈaɾ
PSICOANALÍTICO  sˌikoˌanalˈitiko
PSICOANÁLISIS  sˌikoanˈalisis
PSICOBIOLOGÍA  sˌikoβjˌoloxˈia
PSICODELIA  sˌikoðˈelja
PSICODINÁMICO  sˌikoðinˈamiko
PSICODÉLICA  sˌikoðˈelika
PSICODÉLICAS  sˌikoðˈelikas
PSICODÉLICO  sˌikoðˈeliko
PSICODÉLICOS  sˌikoðˈelikos
PSICOEDUCATIVA  sˌikoˌeðukatˈiβa
PSICOEDUCATIVAS  sˌikoˌeðukatˈiβas
PSICOEDUCATIVOS  sˌikoˌeðukatˈiβos
PSICOESTIMULANTE  sˌikoˌestimulˈaŋte
PSICOFARMACOLOGÍA  sˌikofˌaɾmakˌoloxˈia
PSICOFISIOLOGÍA  sˌikofˌisjoloxˈia
PSICOGRÁFICO  sˌikoɣɾˈafiko
PSICOGÉNESIS  sˌikoxˈenesis
PSICOGÉNICA  sˌikoxˈenika
PSICOGÉNICO  sˌikoxˈeniko
PSICOLOGÍA  sˌikoloxˈia
PSICOLÓGICA  sˌikolˈoxika
PSICOLÓGICAMENTE  sˌikolˈoxikamˈeŋte
PSICOLÓGICAS  sˌikolˈoxikas
PSICOLÓGICO  sˌikolˈoxiko
PSICOLÓGICOS  sˌikolˈoxikos
PSICOMETRÍA  sˌikometɾˈia
PSICOMOTRIZ  sˌikomotɾˈis
PSICOMÉTRICA  sˌikomˈetɾika
PSICOMÉTRICAS  sˌikomˈetɾikas
PSICOMÉTRICO  sˌikomˈetɾiko
PSICOMÉTRICOS  sˌikomˈetɾikos
PSICONEUROSIS  sˌikoneʊɾˈosis
PSICOONCOLOGÍA  sˌikoˌoŋkoloxˈia
PSICOPATOLOGÍA  sˌikopˌatoloxˈia
PSICOPATOLOGÍAS  sˌikopˌatoloxˈias
PSICOPEDAGOGA  sˌikopˌeðaɣˈoɣa
PSICOPOMPO  sˌikopˈompo
PSICOPÁTICO  sˌikopˈatiko
PSICOSIS  sikˈosis
PSICOSOCIALES  sˌikososjˈales
PSICOSOMÁTICO  sˌikosomˈatiko
PSICOTERAPEUTA  sˌikotˌeɾapˈeʊta
PSICOTERAPIA  sˌikoteɾˈapja
PSICOTERAPIAS  sˌikoteɾˈapjas
PSICÓLOGA  sikˈoloɣa
PSICÓLOGAS  sikˈoloɣas
PSICÓLOGO  sikˈoloɣo
PSICÓLOGOS  sikˈoloɣos
PSICÓPATA  sikˈopata
PSIQUE  sˈike
PSIQUIATRA  sikjˈatɾa
PSIQUIATRÍA  sˌikjatɾˈia
PSIQUIS  sˈikis
PSIQUIÁTRICA  sikjˈatɾika
PSIQUIÁTRICO  sikjˈatɾiko
PSIQUIÁTRICOS  sikjˈatɾikos
PSIÓNICAMENTE  sjˈonikamˈeŋte
PSOE  pˈesˈoe
PSORIASIS  pˈesoɾjˈasis
PSORIÁSICO  pˈesoɾjˈasiko
PSÍQUICO  pˈesˈikiko
PSÍQUICOS  pˈesˈikikos
PT  pˌetˈe
PTE  pˌetˌeˈe
PTERIDÓFITA  pˈetˌeɾiðˈofita
PTERIDÓFITO  pˈetˌeɾiðˈofito
PTERIGOPODIO  pˈetˌeɾiɣopˈoðjo
PTERODACTILOIDE  tˌeɾoðˌaktilˈoɪðe
PTERODÁCTILO  tˌeɾoðˈaktilo
PTEROSAURIO  tˌeɾosˈaʊɾjo
PTEROSAURIOS  tˌeɾosˈaʊɾjos
PTOLEMAICO  tˌolemˈaɪko
PTOLOMEO  tˌolomˈeo
PTOSIS  pˈetˈosis
PUAF  pwˈaf
PUAJ  pwˈax
PUB  pˈub
PUBERTAD  pˌuβeɾtˈad
PUBESCENTE  pˌuβesˈeŋte
PUBESCENTES  pˌuβesˈeŋtes
PUBIANO  puβjˈano
PUBIS  pˈuβis
PUBLIC  puβlˈik
PUBLICA  puβlˈika
PUBLICABA  pˌuβlikˈaβa
PUBLICABAN  pˌuβlikˈaβan
PUBLICACIONES  pˌuβlikasjˈones
PUBLICACIÓN  pˌuβlikasjˈon
PUBLICADA  pˌuβlikˈaða
PUBLICADAS  pˌuβlikˈaðas
PUBLICADO  pˌuβlikˈaðo
